ID,County,Locality,Lat,Lon,Elev,Trap,StartDay,StartMonth,StartYear,EndDay,EndMonth,EndYear,Sex,Observer/Collector,Family,Genus,Species
PHPP17-1,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-10,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-100,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-101,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-1019,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-102,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-1020,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1021,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1022,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1023,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,insularis
PHPP17-1024,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,insularis
PHPP17-1025,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1026,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1027,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1028,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1029,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-103,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-1030,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1031,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1032,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1033,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1034,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1035,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1036,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1037,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1038,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1039,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-104,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1040,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,ternarius
PHPP17-1041,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1042,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1043,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,vagans
PHPP17-1044,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1045,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Anthophora,bomboides
PHPP17-1046,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1047,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1048,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1049,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-105,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-1050,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Anthophora,terminalis
PHPP17-1051,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1052,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1053,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1054,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1055,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1056,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1057,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,huntii
PHPP17-1058,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,male,S. Johnson,Apidae,Melissodes,confusus
PHPP17-1059,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,insularis
PHPP17-106,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1060,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,nevadensis
PHPP17-1061,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1062,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1063,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1064,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1065,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1066,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1067,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Anthophora,bomboides
PHPP17-1068,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1069,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-107,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-1070,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1072,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1073,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,huntii
PHPP17-1074,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1075,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1076,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1077,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1078,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,huntii
PHPP17-1079,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-108,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1080,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1081,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1082,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1083,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1084,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1085,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,ternarius
PHPP17-1086,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1087,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1089,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-109,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1090,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1091,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,male,S. Johnson,Megachilidae,Megachile,lapponica
PHPP17-1092,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1093,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,nevadensis
PHPP17-1094,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1095,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1096,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1097,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,ternarius
PHPP17-1098,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,insularis
PHPP17-1099,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-11,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1100,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Anthophora,bomboides
PHPP17-1101,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1102,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1103,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1104,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1105,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,perplexus
PHPP17-1106,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,insularis
PHPP17-1107,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1108,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1109,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-111,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Megachilidae,Megachile,rotundata
PHPP17-1110,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1111,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1112,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1113,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1114,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1115,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1116,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1117,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1118,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1119,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-112,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1120,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1121,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1122,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1123,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Halictidae,Lasioglossum,zonulum
PHPP17-1125,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1126,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1127,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1128,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1129,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-113,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1130,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1131,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1132,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1133,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Megachilidae,Megachile,perihirta
PHPP17-1134,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1135,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1136,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1137,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,bohemicus
PHPP17-1138,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,male,S. Johnson,Megachilidae,Hoplitis,pilosifrons
PHPP17-1139,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,huntii
PHPP17-114,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1140,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1141,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1142,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1143,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1144,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1145,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,perplexus
PHPP17-1147,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1148,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1149,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-115,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1150,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1151,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1152,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1153,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1154,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1155,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1156,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1157,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1158,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1159,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Halictidae,Agapostemon,texanus
PHPP17-116,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1160,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1161,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1162,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1163,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,huntii
PHPP17-1164,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1165,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
